V1	V2	V3	V4
11.582173006006997	13.644791827545966	13.445648374688437	13.260775552441581
12.108725545094416	12.930453296362213	11.579792676766312	11.743070886737055
12.23338818018791	11.209861470876902	11.78375478541669	11.547548607158513
13.490812891581449	11.197038713709862	11.138799727997844	11.839915061511856
13.537770542020555	11.89737360814422	11.981592320149797	11.765408832811614
13.575043594840233	11.967520003814268	11.812542962172886	11.90703518604686
13.749862179927517	11.991172828331326	11.99088526211282	12.044499867611288
13.62701360964302	11.994978649577453	11.94242521327241	12.009202970810467
