V1	V2	V3	V4
4.988946216254284	4.745023579846775	4.840477315475857	4.90005092434829
4.7124300389148335	4.869240823796574	4.834583924362865	4.706845885535793
4.048276171154088	4.86065905712722	4.857918112356898	4.707060838367575
4.344472800678806	4.740415442430958	4.733077758500035	4.765995872165059
4.381854003057185	4.729853911397881	4.731752199082613	5.138430405021712
4.291413613474897	4.730814302588456	4.746756298730133	4.900407230383211
4.585500139235553	4.752081098366546	4.777783420913176	4.906500719608185
4.638876250887853	4.7937178890343795	4.806163448516435	4.905114121886483
