V1	V2	V3	V4
5.690781299996238	4.786537015596123	4.981120118328171	4.70376015247532
4.7186601371717565	4.4472149361166124	4.627713184866593	4.696414493344045
4.618157730504666	4.712012914168929	4.714022024018902	4.678434901086765
4.383656609822935	4.718390714855196	4.715618888567148	4.700131847030389
4.448809404296685	4.6782468566235735	4.695383438714826	4.898808886644774
4.483464464727345	4.500153377322575	4.666979263347028	4.886161817150042
4.470204221614253	4.682996229028044	4.667117490620106	4.838101055122155
4.6226004484559775	4.74403584839513	4.756127907334391	4.852776001377123
